PERIOD,START DATE,END DATE,GROSS SALES (NOT INCLUDING REST RELIEF FEE),NET SALES (NOT INCLUDING REST RELIEF FEE),ADJ Net Sales (Sales factoring in UE Payout),UE ADJUSTMENTS (Neg means that we owe UE) ,ADJ ADJ Net Sales (Adj NetSales factoring what UE owes),RP UE AD SPEND,PP UE AD SPEND,NEW NET ADJ SALES,PRIME COST %,LAST YEAR NET,NOI,NOI %,Q2 NET SALES ESTIMATE ($),NET SALES VARIANCE ($),Q2 PROFIT ESTIMATE ($),PROFIT VARIANCE ($),COGS $,COGS %,Last Year Customer Count,Per Person Average,Restaurant Relief Fee,WEEKLY SALARIES,HOURLY WAGES,TIP MAKE UP,Tips,LABOR $ W/ BENEFITS,LABOR %,ADJ ADJ LABOR %,COG% (Adj),EXPENSES,EXPENSES %,TOTAL GUEST COUNT,FIRST PARTY ORDER COUNT,FIRST PARTY SALES,FIRST PARTY CHECK AVE,% FIRST PARTY SALES,EZCater,ON SALES 1AM-9AM,UE ORDER COUNT,UE SALES,UE AVE CHECK,UBER EATS TOTAL PAYOUT,UE Adjustmts,FREE PROMO ORDER COUNT (RP+PP),% FREE PROMO (RP+PP),UE ORDERS (RP),UE RP SALES,FREE PROMO ORDER COUNT (RP),FREE PROMO % (RP),Sate & Chili,DJ STRAW,DJ MANGO,RP PAYOUT,UE RP Promos,UE RP Mkt Paid,UE RP Ad Credits Paid,Other RP Payments if Any,UE RP Adj (Negative means we owe),UE ORDERS (PP),PHO PLAY SALES,FREE ITEM PROMO (PP),FREE ITEM PROMO (PP),Sate & Chili,DJ STRAW,DJ MANGO,PHO PLAY PAYOUT,UE PP Promos,UE PP Mkt Paid,UE PP Ad Credits Paid,Other Payments PP (If Any),UE PP Adj (Negative means we owe),FOOD COST %,BEV COST %,STAFFING LEVEL,NPS,# NPS Responses,SECRET SHOPPER,FOH HoN,# RESPONSES,BOH HoN,# RESPONSES,FOH Jolt,BOH Jolt,Health Inspection,In-Store Inspection,PROFIT from QBO,,Revenue Per Labor Hour,Dine-In Sales,Takeout + DD Delivery Sales,Catering Sales,Third Party Sales,JOLT CHECKLIST,Third Party Sales (After Fees),Late Night Sales,Toast Payroll Actual Labor,NOTES,,,Fixed Costs,Time Period,Weekly Cost,2019 Actual,Updated?,Notes
,7/6/20,7/12/20,,"8,343",,,,,,,,," $ (10,408.38)",-,,,,,"2,503",-,,,,,,,,"7,905",-,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimate: Smallwares/Equip Replacement,200,Weekly,200,,2/26/20,This is a guess
,6/29/20,7/5/20,,"8,017",,,,,,,,," $ (11,464.35)",-,,,,,"2,405",-,,,,,,,,"9,059",-,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimate: Chemicals,200,Weekly,200,,3/13/22,
,6/22/20,6/28/20,,"8,418",,,,,,,,," $ (12,029.01)",-,,,,,"2,525",-,,,,,,,,"9,504",-,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repairs & Maintenance: Pest Control,0,Monthly,0,,2/26/20,
,6/15/20,6/21/20,,"10,154",,,,,,,,," $ (12,475.86)",-,,,,,"3,046",-,,,,,,,,"9,430",-,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repairs & Maintenance: Hood Cleaning,6000,Yearly,115.3846154,,2/26/20,Guess
,6/8/20,6/14/20,,"10,154",,,,,,,,," $ (12,475.86)",-,,,,,"3,046",-,,,,,,,,"9,430",-,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repairs & Maintenance: HVAC PM,675,Quarterly,42.1875,,2/26/20,
,6/1/20,6/7/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repairs & Maintenance: General,10000,Yearly,192.3076923,,3/13/22,
,5/25/20,5/31/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional Fees: Secret Shoppers,0,Yearly,0,,2/26/20,
,5/18/20,5/24/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional Fees: Legal,2500,Yearly,48.07692308,,2/26/20,
,5/11/20,5/17/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional Fees: Accounting & Bookkeeping,150,Weekly,150,,2/26/20,CT1 Numbers
,5/4/20,5/10/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                          ,,,,,,,,,,,,,,,,,,,,,,,,,,,Other: Uniforms,2000,Yearly,38.46153846,,3/8/20,
,4/27/20,5/3/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other: Landscaping,0,Yearly,0,,2/26/20,
,4/20/20,4/26/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other: Linens (Cintas),175,Weekly,175,,3/13/22,
,4/13/20,4/19/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other: Meals & Entertainment & Emp Morale,2000,Yearly,38.46153846,,2/26/20,
,4/6/20,4/12/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other: Dishwasher Lease,0,Monthly,0,,2/26/20,
,3/30/20,4/5/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software: Toast Software,7000,Yearly,134.6153846,,3/13/22,
,3/23/20,3/29/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software: Bonusly,0,Yearly,0,,2/26/20,
,3/16/20,3/22/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Software: HotSchedules, GoHire",0,Monthly,0,,2/26/20,
,3/9/20,3/15/20,,,,,,,,,,, $ -   ,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Software: Envysion, SSP",250,Monthly,57.69230769,,3/13/22,
,3/2/20,3/8/20,"$32,015.38","$29,446.16",,,,,,,,," $ (36,498.79)",-,,,,,"8,819",-,,,,,,,,"15,650",48.88%,,,12030.49,37.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Taxes/Licenses: ABC License Renewal,,Yearly,0,,2/26/20,
,2/24/20,3/1/20,"$29,410.13","$26,933.78",,,,,,,,," $ (36,222.81)",-,,,,,"8,488",-,,,,,,,,"15,912",54.10%,,,11823.21,40.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Taxes/Licenses: Tangible Prop,6000.00,Yearly,115.3846154,,3/13/22,
,2/17/20,2/23/20,"$30,423.61","$27,906.59",,,,,,,,,,-,,,,,"6,211",-,,,,,,,,"15,232",50.07%,,,11903.47,39.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Taxes/Licenses: BPOL,2500,Yearly,48.07692308,,3/13/22,
,2/10/20,2/16/20,"$28,752.15","$26,244.12",,,,,,,,,,-,,,,,"6,275",-,,,,,,,,"15,395",53.54%,,,11766.32,40.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insurance: Liability & Workers Co,15000,Yearly,288.4615385,,3/13/22,
,2/3/20,2/9/20,"$29,613.67","$27,292.82",,,,,,,,,,-,,,,,"8,981",-,,,,,,,,"14,792",49.95%,,,11852.83,40.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities: Trash/Recycling,0,Monthly,0,,2/26/20,Included
,1/27/20,2/2/20,"$31,791.40","$29,017.41",,,,,,,,,,-,,,,,"7,388",-,,,,,,,,"16,038",50.45%,,,11995.11,37.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities: Internet & TV & Phone,300,Monthly,69.23076923,,3/13/22,
,1/20/20,1/26/20,"$29,867.79","$27,214.50",,,,,,,,,,-,,,,,"7,489",-,,,,,,,,"16,035",53.69%,,,11846.37,39.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities: Electricity,2000,Monthly,461.5384615,,3/13/22,
,1/13/20,1/19/20,"$33,121.11","$30,074.28",,,,,,,,,,-,,,,,"8,742",-,,,,,,,,"15,525",46.87%,,,12082.31,36.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities: Gas,800,Monthly,184.6153846,,3/13/22,Guess
,1/6/20,1/12/20,"$32,552.84","$29,930.79",,,,,,,,,,-,,,,,"8,171",-,,,,,,,,"15,067",46.28%,,,12070.47,37.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities: Water,500,Monthly,115.3846154,,3/13/22,Guess
,12/30/19,1/5/20,"$23,576.50","$21,294.73",,,,,,,,,,-,,,,,"5,303",-,,,,,,,,"14,835",62.92%,,,11357.99,48.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising: Printed Material,2000,Yearly,38.46153846,,3/8/20,
,12/23/19,12/29/19,,,,,,,,,,,,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising: Yelp,25,Monthly,5.769230769,,2/26/20,
,12/16/19,12/22/19,,,,,,,,,,,,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising: Social Media Manager,0,Monthly,0,,7/7/20,
,12/9/19,12/15/19,,,,,,,,,,,,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising: RewardsNetwork,0,Yearly,0,,2/26/20,
,12/2/19,12/8/19,,,,,,,,,,,,-,,,,,,-,,,,,,,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payroll Expenses: ADP,3000,Yearly,57.69230769,,3/13/22,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
